"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT08","WT10"
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2007-12-29","13.87",," 0027","0.00",,,"35","27",,"  250","  250","29.1","35.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2007-12-30","3.36",," 0046","0.00",,,"29","25",,"  250","  250","13.0","15.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2007-12-31","4.25",," 2348","0.00",,,"33","25",,"   60","   70","12.1","16.1","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-01","10.07",," 0531","0.13",,,"33","26",,"  310","  310","23.0","30.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-02","6.93",," 1247","0.00",,,"27","-6",,"  360","  360","13.0","17.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-03","5.82",," 1622","0.00",,,"19","-13",,"  190","  190","17.0","21.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-04","8.28",," 1145","0.03",,,"29","12",,"  210","  210","17.0","21.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-05","8.28",," 1545","0.32",,,"38","26",,"  210","  220","16.1","19.9","    1","    1",,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-06","8.05",," 2355","0.02",,,"55","36",,"  210","  220","13.0","17.0","    1","    1",,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-07","12.30",," 2249","0.10",,,"63","51",,"  240","  250","38.0","51.0","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-08","12.08",," 1211","1.35",,,"60","51",,"  200","  190","23.9","32.0","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-09","15.21",," 0146","0.17",,,"53","31",,"  270","  260","35.1","42.9","    1",,"    1",,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-10","8.28",," 1955","0.11",,,"39","27",,"  100","   90","21.9","30.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-11","14.32",," 1500","0.04",,,"46","35",,"  260","  240","25.9","31.1","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-12","6.49",," 2301","0.00",,,"38","29",,"  210","  110","13.0","14.1","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-13","5.82",," 2356","0.04",,,"40","31",,"  250","  240","13.0","14.1","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-14","14.32",," 1952","0.00",,,"33","26",,"  260","  260","21.9","25.1","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-15","9.62",," 0010","0.01",,,"30","25",,"  240","  240","19.9","23.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-16","6.71",," 1205","0.01",,,"31","12",,"  180","  170","16.1","19.9","    1","    1",,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-17","10.74",," 2250","0.02",,,"36","26",,"  240","  240","31.1","38.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-18","17.00",," 0155","0.00",,,"28","16",,"  260","  250","30.0","36.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-19","13.42",," 0144","0.00",,,"26","6",,"  290","  280","21.9","25.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-20","13.87",," 1338","0.00",,,"14","4",,"  250","  250","25.1","31.1",,,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-21","8.05",," 1450","0.00",,,"24","2",,"  230","  200","15.0","17.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-22","12.53",," 1250","0.05",,,"32","13",,"  260","  270","25.9","31.1","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-23","7.61",," 0023","0.00",,,"18","4",,"  240","  240","17.0","19.9","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-24","8.28",," 1410","0.00",,,"20","0",,"  310","  320","18.1","23.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-25","10.07",," 1354","0.00",,,"20","1",,"  260","  270","21.0","23.9","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-26","5.82",," 1633","0.00",,,"26","16",,"  190","  190","13.0","14.1","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-27","4.25",," 1347","0.11",,,"31","8",,"  270","  270","13.0","15.0","    1","    1",,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-28","6.71",," 2335","0.12",,,"42","3",,"  190","  200","18.1","25.1","    1","    1",,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-29","13.20",," 2357","0.09",,,"50","39",,"  250","  260","32.0","38.0","    1",,"    1","    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-30","21.92",," 0221","0.00",,,"40","7",,"  260","  270","40.0","53.9",,,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-01-31","6.93",," 2325","0.00",,,"24","6",,"   50","   70","17.0","21.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-01","10.51",," 0758","0.10",,,"32","23",,"   60","   70","17.0","23.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-02","8.28",," 1013","0.00",,,"30","26",,"  230","  210","16.1","18.1","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-03","4.92",," 2353","0.11",,,"33","29",,"   80","   90","13.0","16.1","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-04","8.50",," 0350","0.14",,,"39","30",,"   90","   70","15.0","19.9","    1","    1","    1",,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-05","8.50",," 2212","1.05",,,"46","33",,"   50","   40","17.0","23.0","    1","    1","    1",,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-06","9.62",," 1321","0.53",,,"34","30",,"   70","   60","19.9","25.1","    1","    1",,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-07","5.82",," 1456","0.07",,,"30","24",,"  220","  220","6.9","8.1","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-08","4.70",," 1434","0.02",,,"33","27",,"  190","  210","10.1","14.1","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-09","11.41",," 2336","0.07",,,"36","29",,"  270","  260","25.1","33.1","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-10","19.91",," 1329","0.00",,,"29","2",,"  280","  290","36.0","44.1","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-11","6.93",," 1255","0.00",,,"14","-3",,"  250","  240","14.1","18.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-12","10.51",," 1256","0.07",,,"19","9",,"   80","   50","18.1","21.9","    1","    1",,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-13","6.93",," 1633","0.00",,,"26","2",,"  290","  290","14.1","16.1","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-14","8.72",," 1514","0.00",,,"30","0",,"  190","  180","19.9","23.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-15","8.50",," 1425","0.00",,,"32","15",,"  270","  280","17.0","25.1","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-16","4.92",," 1541","0.00",,,"26","6",,"  210","  200","14.1","17.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-17","10.51",," 2359","0.49",,,"48","17",,"  230","  240","33.1","38.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-18","19.91",," 0002","0.00",,,"38","16",,"  230","  230","33.1","40.9","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-19","16.11",," 0318","0.00",,,"22","10",,"  240","  250","23.0","29.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-20","7.61",," 1301","0.00",,,"22","8",,"  310","  310","19.9","25.1","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-21","4.03",," 1330","0.00",,,"22","2",,"  180","  180","12.1","14.1","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-22","6.49",," 2038","0.01",,,"33","19",,"   30","   10","13.0","16.1","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-23","3.58",," 1416","0.00",,,"34","12",,"  280","  280","13.0","15.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-24","4.92",," 1215","0.00",,,"38","11",,"  240","  230","14.1","18.1","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-25","6.71",," 1142","0.04",,,"33","22",,"  240","  230","14.1","18.1","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-26","10.74",," 1719","0.19",,,"33","20",,"  360","  360","21.0","28.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-27","10.74",," 1145","0.00",,,"20","8",,"  320","  330","19.9","25.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-28","4.92",," 1345","0.00",,,"23","7",,"  200","  200","10.1","14.1",,,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-02-29","9.84",," 1921","0.17",,,"36","15",,"  280","  280","23.0","25.9","    1","    1",,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-01","8.72",," 0056","0.00",,,"33","10",,"  280","  270","21.0","25.1","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-02","9.40",," 1246","0.00",,,"41","18",,"  140","  130","19.9","21.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-03","10.07",," 1534","0.17",,,"51","33",,"  260","  250","21.9","25.1","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-04","8.28",," 2236","0.08",,,"33","23",,"   20","   20","23.9","31.1","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-05","10.07",," 0151","0.04",,,"33","22",,"  350","  350","18.1","23.9","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-06","7.83",," 1453","0.00",,,"36","19",,"  250","  250","17.0","19.9","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-07","12.97",," 2319","0.00",,,"28","20",,"   20","   10","21.0","25.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-08","14.99",," 1352","0.00",,,"25","11",,"  360","   10","23.0","32.0",,,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-09","7.16",," 1432","0.00",,,"31","8",,"  250","  220","14.1","17.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-10","2.01",," 1747","0.00",,,"38","10",,"  320","  330","12.1","13.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-11","10.07",," 1822","0.00",,,"36","12",,"  220","  210","21.0","23.9","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-12","5.82",," 0005","0.00",,,"42","25",,"  130","  280","13.0","15.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-13","9.62",," 1501","0.00",,,"51","28",,"  260","  270","23.0","28.0",,,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-14","4.70",," 2356","0.00",,,"55","32",,"  330","  330","10.1","13.0","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-15","4.25",," 1609","0.00",,,"46","24",,"   20","  360","12.1","15.0","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-16","6.26",," 1513","0.00",,,"40","27",,"   20","  360","14.1","17.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-17","8.28",," 1523","0.07",,,"34","23",,"  100","  100","15.0","18.1","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-18","5.59",," 0437","0.22",,,"47","31",,"  100","  100","14.1","17.0","    1","    1",,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-19","9.84",," 1405","0.20",,,"45","33",,"  360","  360","18.1","23.0","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-20","10.51",," 1430","0.00",,,"44","28",,"  290","  290","23.0","28.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-21","8.50",," 2331","0.35",,,"30","25",,"   50","   60","16.1","23.0","    1","    1",,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-22","9.17",," 0057","0.00",,,"40","19",,"   40","   60","18.1","23.0","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-23","4.25",," 1810","0.00",,,"38","9",,"  250","  260","13.0","16.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-24","5.82",," 0231","0.00",,,"35","25",,"   10","   10","15.0","18.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-25","13.20",," 1333","0.01",,,"45","24",,"  210","  200","29.1","38.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-26","7.83",," 1738","0.00",,,"47","30",,"  270","  270","18.1","21.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-27","5.82",," 2124","0.48",,,"41","27",,"  270","   40","16.1","19.9","    1","    1",,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-28","7.83",," 1559","0.00",,,"39","24",,"  310","  310","17.0","21.9","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-29","6.49",," 2233","0.00",,,"41","20",,"   90","   90","15.0","18.1","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-30","10.07",," 0917","0.12",,,"43","30",,"  100","  110","17.0","23.0","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-03-31","11.86",," 2346","0.37",,,"59","43",,"  190","  190","25.1","31.1","    1",,"    1","    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-01","20.13",," 1433","0.05",,,"57","32",,"  250","  280","36.0","42.9","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-02","3.80",," 1825","0.00",,,"45","21",,"  150","  140","14.1","16.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-03","6.93",," 1508","0.02",,,"56","26",,"   80","  100","14.1","17.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-04","8.50",," 1313","0.10",,,"44","30",,"   10","  360","16.1","19.9","    1","    1",,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-05","4.70",," 1733","0.00",,,"61","25",,"  190","  190","14.1","17.0","    1","    1",,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-06","7.16",," 1501","0.00",,,"61","31",,"  100","  100","17.0","21.9","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-07","10.51",," 1610","0.00",,,"72","37",,"  230","  200","29.1","35.1","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-08","6.71",," 1256","0.00",,,"71","38",,"  110","  100","15.0","18.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-09","12.53",," 0730","0.07",,,"62","32",,"  250","  260","28.0","33.1",,,"    1",,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-10","10.51",," 2035","0.34",,,"46","30",,"   90","   90","21.9","30.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-11","13.42",," 1542","0.21",,,"72","42",,"  190","  190","32.0","40.9","    1",,"    1","    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-12","9.17",," 1142","0.18",,,"49","39",,"  250","  220","21.9","25.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-13","11.63",," 0903","0.04",,,"48","34",,"   10","   10","21.0","25.9",,,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-14","6.93",," 1309","0.00",,,"55","32",,"   10","   10","16.1","21.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-15","7.16",," 1753","0.00",,,"59","25",,"  210","  210","19.9","25.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-16","12.30",," 1417","0.00",,,"68","38",,"  190","  200","29.1","35.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-17","6.93",," 1439","0.00",,,"74","43",,"  210","  220","15.0","18.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-18","6.71",," 1604","0.00",,,"77","41",,"  190","  150","18.1","23.9","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-19","6.26",," 1700","0.00",,,"74","49",,"  200","  210","21.0","25.1",,,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-20","5.14",," 1613","0.00",,,"69","46",,"  110","  100","14.1","18.1","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-21","5.82",," 1459","0.01",,,"72","38",,"  130","  140","17.0","21.9","    1","    1",,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-22","5.82",," 1223","0.00",,,"74","49",,"  170","  150","14.1","17.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-23","4.92",," 1415","0.00",,,"76","45",,"   20","   10","16.1","21.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-24","8.72",," 1143","0.00",,,"69","37",,"  120","  120","23.0","30.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-25","10.51",," 1804","0.21",,,"79","51",,"  250","  200","23.0","29.1","    1",,"    1","    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-26","14.54",," 1223","0.00",,,"70","43",,"  240","  230","28.0","31.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-27","8.05",," 2221","0.00",,,"63","33",,"  320","  300","17.0","21.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-28","7.16",," 2027","0.00",,,"56","39",,"   50","   60","17.0","23.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-29","8.28",," 1425","0.00",,,"51","33",,"  280","  280","17.0","21.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-04-30","4.92",," 1246","0.00",,,"54","23",,"  140","  160","14.1","18.1","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-01","9.17",," 1304","0.01",,,"68","41",,"  120","   90","15.0","19.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-02","8.50",," 1054","0.22",,,"70","53",,"  190","  190","21.9","25.9","    1",,"    1","    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-03","14.32",," 1704","0.02",,,"69","46",,"  240","  240","31.1","36.9","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-04","7.38",," 0028","0.00",,,"63","36",,"  290","  300","21.0","25.1","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-05","5.37",," 1113","0.00",,,"74","34",,"  250","  280","21.0","25.1","    1","    1",,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-06","4.70",," 1617","0.00",,,"74","40",,"  150","  140","14.1","17.0","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-07","10.51",," 1132","0.30",,,"73","45",,"  210","  220","30.0","38.0","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-08","9.17",," 0016","0.00",,,"58","42",,"  350","  350","18.1","23.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-09","7.38",," 1146","0.00",,,"66","44",,"   40","  360","14.1","19.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-10","6.71",," 1831","0.00",,,"67","41",,"  130","  140","14.1","17.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-11","11.18",," 0909","0.67",,,"56","49",,"   90","  110","19.9","25.1","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-12","8.95",," 0950","0.04",,,"57","43",,"  330","  360","17.0","19.9","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-13","7.16",," 1520","0.00",,,"68","36",,"  180","  170","18.1","23.0","    1","    1",,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-14","8.95",," 2139","0.29",,,"61","52",,"  350","   10","17.0","21.0","    1",,"    1",,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-15","7.61",," 1418","0.00",,,"61","41",,"   80","   90","15.0","17.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-16","7.61",," 1520","0.00",,,"69","47",,"  270","  260","16.1","19.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-17","12.08",," 1832","0.01",,,"71","42",,"  290","  310","33.1","40.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-18","11.63",," 1401","0.00",,,"60","36",,"  290","  290","21.0","28.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-19","9.40",," 1111","0.00",,,"61","29",,"  270","  290","23.0","29.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-20","9.62",," 1318","0.00",,,"64","46",,"  260","  250","18.1","23.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-21","12.53",," 1625","0.02",,,"59","43",,"  280","  270","21.9","25.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-22","6.49",," 0443","0.00",,,"61","42",,"  300","  300","17.0","21.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-23","4.92",," 1812","0.00",,,"65","38",,"   10","  360","15.0","18.1","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-24","4.92",," 1612","0.00",,,"70","32",,"   10","   10","15.0","23.0","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-25","5.37",," 1539","0.00",,,"74","34",,"  220","  240","16.1","21.0","    1","    1",,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-26","10.74",," 1153","0.00",,,"86","55",,"  260","  260","25.1","29.1",,,"    1",,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-27","10.74",," 1642","0.00",,,"68","39",,"   10","   10","18.1","23.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-28","4.92",," 1113","0.00",,,"66","34",,"   80","  100","12.1","16.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-29","4.47",," 1301","0.00",,,"75","33",,"  270","  220","12.1","16.1",,,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-30","8.72",," 1743","0.78",,,"81","57",,"  200","  230","23.9","29.1","    1",,"    1",,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-05-31","13.87",," 1208","0.00",,,"78","59",,"  260","  270","29.1","36.0","    1",,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-06-01","7.16",," 1012","0.00",,,"73","49",,"  300","  290","18.1","25.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-06-02","5.14",," 1410","0.00",,,"81","42",,"  230","  280","17.0","25.1","    1","    1",,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-06-03","5.59",," 2302","0.32",,,"69","62",,"   80","   60","13.0","15.0","    1",,"    1","    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-06-04","6.26",," 0742","0.04",,,"71","60",,"   70","   80","14.1","18.1","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-06-05","7.16",," 1552","0.00",,,"86","64",,"  200","  220","21.0","25.9","    1",,,"    1",
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-06-06","12.75",," 2040","0.03",,,"91","68",,"  210","  220","25.9","38.0",,,"    1",,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-06-07","9.62",," 2352","0.16",,,"84","63",,"  280","  300","23.0","25.1","    1",,"    1",,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2008-06-08","9.84",," 1609","0.30",,,"91","66",,"  290","  280","40.0","49.0","    1",,"    1",,
