"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT08","WT10"
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-11-25","10.29"," 0003"," 0011","0.00",,"30","35","24","    0","  230","  220","17.9","23.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-11-26","5.59"," 1438"," 1510","0.00",,"35","45","25","    0","  200","  220","13.0","14.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-11-27","5.37"," 0859"," 2355","0.01",,"35","44","25","    0","  140","  290","10.1","12.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-11-28","11.63"," 1440"," 1541","0.25",,"38","42","33","    0","  290","  280","23.0","28.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-11-29","16.78"," 2055"," 1113","0.00",,"33","37","29","    0","  220","  290","23.0","30.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-11-30","13.65"," 2335"," 2351","0.00",,"41","50","32","    0","  300","  280","28.0","34.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-01","18.79"," 1219"," 0905","0.00",,"37","44","29","    0","  270","  290","31.1","38.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-02","7.38"," 1311"," 0548","0.00",,"26","35","16","    0","  320","  290","15.0","19.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-03","3.58"," 1536"," 1508","0.00",,"25","36","14","    0","  150","  160","8.9","12.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-04","8.95"," 1411"," 1616","0.00",,"35","42","27","    0","   80","   80","17.0","21.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-05","12.75"," 1402"," 1417","0.00",,"34","38","29","    0","   40","   50","19.9","25.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-06","7.38"," 1327"," 1430","0.00",,"30","35","25","    0","  320","   10","16.1","17.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-07","4.03"," 1036"," 2357","0.00",,"26","33","18","    0","  260","   20","10.1","12.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-08","4.25"," 2137"," 2136","0.00",,"29","37","21","    0","  110","  120","10.1","14.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-09","5.37"," 2337"," 2337","0.02",,"37","39","34","    0","  110","  110","12.1","13.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-10","6.93"," 1041"," 1041","0.61",,"42","45","39",,"  130","  140","16.1","19.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-11","16.11"," 0901"," 0911","0.02",,"34","45","22",,"  280","  280","25.9","33.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-12","10.07"," 1530"," 1529","0.00",,"21","28","14",,"  270","  260","17.9","23.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-13","5.14"," 2311"," 2315","0.00",,"18","29","6",,"   80","   80","16.1","17.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-14","6.04"," 2355"," 2106","0.04",,"30","32","27",,"  300","  290","13.0","16.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-15","8.28"," 1118"," 1132","0.00",,"27","30","23","    0","  190","  180","17.9","21.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-16","11.63"," 1744"," 1809","0.08",,"34","42","26","    0","  240","  260","25.1","31.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-17","14.32"," 0942"," 1500","0.00",,"28","31","25","    0","  240","  290","21.0","25.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-18","9.62"," 0346"," 0025","0.00",,"28","31","25","    0","  250","  250","16.1","19.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-19","8.50"," 1838"," 2146","0.03",,"28","31","24","    0","  330","  300","15.0","17.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-20","8.95"," 2355"," 2355","0.00",,"22","28","16","    0","  210","  200","16.1","19.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-21","14.99"," 1446"," 1217","0.00",,"33","43","23","    0","  220","  210","21.9","28.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-22","10.29"," 0936"," 1018","0.02",,"41","45","36","    0","  230","  220","17.0","21.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-23","4.47"," 1659"," 1856","0.55",,"37","40","33","    0","  290","  280","8.9","10.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-24","7.38"," 2110"," 2051","0.01",,"33","35","30","    0","  270","  260","15.0","17.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-25","13.20"," 0930"," 0930","0.02",,"29","31","27","    0","  270","  280","21.9","28.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-26","6.26"," 2356"," 0011","0.00",,"29","40","17","    0","  280","  280","16.1","19.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-27","4.25"," 1518"," 1515","0.00",,"29","42","16","    0","  170","  170","12.1","14.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-28","5.82"," 1400"," 1359","0.00",,"36","45","27","    0","  180","  180","15.0","17.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-29","6.49"," 2041"," 2041","0.55",,"41","45","37","    0","  320","  320","14.1","16.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-30","12.53"," 1009"," 1008","0.00",,"32","37","26","    0","  250","  250","23.9","30.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2003-12-31","12.53"," 1231"," 1230","0.00",,"35","47","23","    0","  260","  260","28.0","33.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-01","4.92"," 1657"," 2103","0.21",,"27","39","15","    0","  110","  130","13.0","15.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-02","8.50"," 2119"," 2143","0.02",,"47","55","39","    0","  200","  220","17.0","21.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-03","8.95"," 1802"," 1801","0.01",,"47","56","37","    0","  310","  310","17.9","25.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-04","11.63"," 1254"," 1459","0.16",,"33","37","28","    0","   40","   40","17.9","23.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-05","9.62"," 1520"," 1209","0.01",,"24","29","19","    0","  300","  320","16.1","21.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-06","18.34"," 1339"," 1338","0.00",,"15","23","7","    0","  240","  240","29.1","34.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-07","12.97"," 1431"," 1431","0.00",,"14","20","7","    0","  250","  250","23.0","28.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-08","3.36"," 2356"," 2356","0.00",,"12","24","0","    0","   30","   30","14.1","16.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-09","7.83"," 0314"," 0314","0.00",,"11","20","2","    0","   20","   10","15.0","17.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-10","5.59"," 1601"," 1302","0.00",,"6","17","-6","    0","  220","  220","14.1","16.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-11","13.20"," 1600"," 1605","0.00",,"27","37","17","    0","  210","  190","19.9","23.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-12","11.63"," 2029"," 2028","0.00",,"40","47","32","    0","  240","  240","21.9","25.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-13","11.41"," 0559"," 0557","0.00",,"27","43","10","    0","  290","  300","25.9","34.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-14","7.61"," 2340"," 2311","0.20",,"26","41","10",,"  340","  330","16.1","21.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-15","8.95"," 0154"," 0153","0.00",,"0",,,"    0","  320","  330","17.9","21.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-16","3.58"," 2312"," 2311","0.00",,"11","17","5","    0","  100","  110","8.9","10.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-17","6.71"," 1431"," 1022","0.05",,"23","30","15","    0","  150","  140","12.1","15.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-18","11.63"," 1550"," 1549","0.00",,"25","32","17","    0","  310","  310","21.0","28.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-19","12.30"," 0147"," 0132","0.00",,"18","20","15","    0","  320","  310","21.0","28.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-20","6.04"," 1259"," 1259","0.00",,"6","17","-6","    0","  310","  320","16.1","17.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-21","8.50"," 2359"," 1637","0.00",,"13","33","-7","    0","  250","  220","21.9","28.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-22","17.00"," 0050"," 0055","0.00",,"16","34","-3","    0","  250","  260","33.1","42.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-23","6.71"," 1246"," 1157","0.06",,"5","13","-3","    0","  210","  220","14.1","16.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-24","6.93"," 1156"," 1137","0.00",,"0","15","-15","    0","  360","  360","19.9","25.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-25","7.83"," 2347"," 2239","0.00",,"-1","16","-18","    0","   60","   50","17.9","25.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-26","12.53"," 0707"," 0706","0.01",,"18","20","15","    0","   60","   60","21.0","25.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-27","11.86"," 1404"," 1421","0.27",,"24","28","20","    0","  230","  240","23.0","25.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-28","15.21"," 0820"," 0819","0.00",,"20","26","14","    0","  280","  280","23.9","32.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-29","9.40"," 0146"," 0050","0.00",,"11","15","6","    0","  290","  270","17.9","23.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-30","12.08"," 1634"," 1633","0.00",,"3","15","-9","    0","  260","  260","23.0","28.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-01-31","8.05"," 0357"," 0357","0.00",,"11","21","1","    0","  280","  290","16.1","19.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-01","5.37"," 1952"," 1952","0.00",,"11","25","-3","    0","  100","  100","13.0","16.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-02","8.05"," 2157"," 2153","0.04",,"26","34","18","    0","  150","  140","15.0","21.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-03","10.29"," 1648"," 1922","0.05",,"32","36","28","    0","  260","  270","25.1","29.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-04","6.93"," 0039"," 0038","0.00",,"16","28","3","    0","  280","  270","17.9","21.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-05","10.07"," 1445"," 2139","0.00",,"16","28","3","    0","   60","  100","19.9","29.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-06","8.95"," 1254"," 1417","0.06",,"32","35","28","    0","  250","  280","21.0","23.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-07","9.17"," 1348"," 1831","0.00",,"23","29","16","    0","  320","  330","17.0","21.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-08","8.28"," 1516"," 1639","0.00",,"13","28","-3","    0","  220","  210","21.9","25.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-09","17.22"," 1333"," 1332","0.00",,"27","36","17","    0","  250","  240","29.1","36.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-10","13.87"," 0148"," 0148","0.00",,"22","31","13","    0","  250","  250","25.9","30.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-11","4.70"," 1639"," 1016","0.00",,"18","28","7","    0","  190","  210","13.0","15.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-12","7.61"," 1709"," 2137","0.01",,"24","34","13","    0","  270","  250","17.0","19.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-13","17.22"," 1414"," 1523","0.00",,"26","29","22","    0","  240","  230","28.0","31.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-14","10.07"," 2345"," 2347","0.00",,"27","35","19","    0","   10","  360","17.9","21.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-15","7.61"," 0135"," 0134","0.00",,"11","21","0","    0","  360","  360","17.9","23.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-16","4.25"," 1216"," 1157","0.00",,"8","23","-7","    0","  110","  110","12.1","15.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-17","2.68"," 1729"," 1726","0.00",,"21","36","6","    0","  180","  180","8.9","10.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-18","7.61"," 2028"," 2022","0.00",,"20","35","5","    0","  220","  220","19.9","25.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-19","4.25"," 2357"," 2357","0.00",,"32","42","21","    0","  240","  240","14.1","16.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-20","9.62"," 2139"," 2207","0.22",,"39","44","33","    0","  260","  270","30.0","38.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-21","17.00"," 0221"," 0220","0.00",,"33","35","30","    0","  260","  250","29.1","38.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-22","5.37"," 0018"," 0030","0.00",,"33","38","28","    0","  250","  260","14.1","15.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-23","6.26"," 1409"," 1227","0.07",,"34","38","29","    0","  120","  130","13.0","16.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-24","9.17"," 1136"," 1159","0.00",,"28","33","23","    0","   30","   30","17.0","21.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-25","4.92"," 1628"," 1627","0.00",,"28","40","15","    0","   20","   10","13.0","15.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-26","7.61"," 1544"," 1605","0.00",,"31","41","20","    0","   40","   40","14.1","17.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-27","5.14"," 1603"," 1606","0.00",,"35","47","22","    0","   50","   70","10.1","14.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-28","2.91"," 1618"," 1614","0.00",,"34","51","16",,"  200","  200","13.0","17.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-02-29","3.13"," 1507"," 1506","0.00",,"39","55","22",,"  190","  190","10.1","13.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-01","8.05"," 1426"," 1343","0.09",,"41","53","29",,"  190","  180","19.9","25.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-02","12.30"," 1124"," 1206","0.03",,"48","54","42",,"  270","  270","25.1","32.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-03","6.26"," 1009"," 1008","0.02",,"41","44","38",,"  280","  290","12.1","14.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-04","4.70"," 2339"," 2338","0.45",,"44","49","38",,"   90","   90","16.1","19.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-05","17.67"," 1200"," 1404","0.28",,"54","68","40",,"  230","  210","38.9","49.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-06","12.75"," 1314"," 1248","0.00",,"36","43","29",,"  280","  290","23.0","28.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-07","15.21"," 1159"," 1223","0.09",,"38","47","28",,"  260","  250","32.0","40.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-08","10.07"," 0024"," 0017","0.01",,"29","38","20",,"  300","  310","21.9","30.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-09","6.71"," 1641"," 1639","0.00",,"31","42","19",,"   10","   20","14.1","17.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-10","6.71"," 1547"," 1329","0.00",,"32","46","18",,"  190","  200","17.0","21.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-11","14.54"," 1549"," 2351","0.04",,"37","50","23",,"  260","  270","31.1","36.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-12","15.43"," 0018"," 0017","0.00",,"23","26","20",,"  270","  280","28.0","32.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-13","5.82"," 0013"," 0003","0.00",,"23","37","9",,"  300","  300","15.0","17.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-14","14.76"," 1742"," 1741","0.01",,"36","45","27",,"  250","  250","38.0","46.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-15","11.18"," 0013"," 0011","0.00",,"35","43","27",,"  280","  270","30.0","38.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-16","12.53"," 1328"," 1633","0.01",,"26","28","24",,"   30","   30","21.0","25.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-17","3.58"," 0105"," 0011","0.00",,"24","30","17",,"   20","   40","10.1","14.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-18","2.91"," 1150"," 1136","0.13",,"33","39","27","    0","  170","  190","10.1","14.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-19","6.04"," 1618"," 1616","0.01",,"37","43","30","    0","  210","  210","17.0","21.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-20","11.86"," 1631"," 1703","0.76",,"46","58","33","    0","  280","  270","29.1","38.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-21","14.76"," 0229"," 0228","0.00",,"29","36","22","    0","  320","  310","25.1","33.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-22","9.62"," 1621"," 1555","0.00",,"25","34","15","    0","  240","  260","19.9","23.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-23","10.07"," 1218"," 1330","0.00",,"38","53","23","    0","  220","  220","21.9","29.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-24","7.61"," 1103"," 2123","0.50",,"42","50","33","    0","  180","  180","14.1","21.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-25","10.29"," 1543"," 1522","0.09",,"57","66","48","    0","  220","  200","19.9","23.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-26","8.72"," 1320"," 1318","0.34",,"58","62","54","    0","  220","  230","17.9","25.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-27","6.71"," 2256"," 0255","0.00",,"53","59","46","    0","   90","   60","13.0","16.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-28","10.07"," 0132"," 0128","0.00",,"50","58","42","    0","  100","   90","17.0","21.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-29","5.14"," 0227"," 0226","0.05",,"50","54","46","    0","  270","  270","17.9","21.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-30","5.37"," 2227"," 2348","0.12",,"47","51","42","    0","   30","   10","15.0","19.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-03-31","15.88"," 1336"," 1343","0.00",,"42","46","37","    0","   10","   20","25.1","36.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-04-01","14.99"," 2000"," 1938","0.00",,"42","49","35","    0","   20","   10","25.1","34.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-04-02","11.18"," 0028"," 0018","0.00",,"46","57","34","    0","   10","   10","21.0","29.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-04-03","11.18"," 1820"," 1819","0.08",,"44","58","29",,"  290","  290","29.1","38.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-04-04","16.11"," 1206"," 1329","0.02",,"37","44","29","    0","  320","  330","23.9","30.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-04-05","6.71"," 1319"," 1318","0.00",,"34","46","22","    0","  280","  280","16.1","19.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-04-06","6.26"," 1501"," 1720","0.00",,"41","60","22","    0","  240","  230","21.9","28.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-04-07","6.04"," 1656"," 0702","0.00",,"48","59","37","    0","  130","   10","14.1","17.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-04-08","7.61"," 0944"," 0943","0.00",,"41","52","30","    0","  120","  120","19.9","25.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-04-09","6.71"," 1125"," 1125","0.00",,"44","55","33","    0","  290","  290","17.9","21.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-04-10","4.92"," 1935"," 0019","0.00",,"41","52","29","    0","  110","  330","12.1","16.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-04-11","7.61"," 1948"," 1942","0.00",,"42","49","34","    0","   40","   40","13.0","16.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-04-12","11.18"," 1928"," 1346","0.05",,"42","52","31","    0","   40","   20","19.9","25.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-04-13","12.53"," 1522"," 1521","0.00",,"42","50","33","    0","   10","   10","23.9","30.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-04-14","7.16"," 1449"," 1545","0.00",,"46","59","32","    0","  320","   10","17.0","23.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-04-15","6.93"," 1856"," 1844","0.00",,"47","61","33","    0","  120","  120","14.1","19.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-04-16","8.05"," 1407"," 1438","0.00",,"57","77","36","    0","  210","  220","19.9","23.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-04-17","6.93"," 0907"," 0907","0.00",,"63","78","48","    0","  200","  200","17.0","19.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-04-18","12.97"," 1708"," 1625","0.00",,"69","85","53","    0","  210","  230","28.0","40.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-04-19","19.46"," 1404"," 1327","0.00",,"63","79","46","    0","  270","  270","36.9","44.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-04-20","8.50"," 2337"," 1550","0.10",,"44","53","35","    0","  280","  130","15.0","17.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-04-21","13.20"," 0912"," 0843","0.08",,"60","71","48",,"  210","  210","25.1","32.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-04-22","8.50"," 0023"," 0022","0.00",,"50","57","42","    0","  300","  310","21.0","29.1",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-04-23","6.04"," 1827"," 1827","0.00",,"53","65","41","    0","  270","  270","14.1","15.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-04-24","7.38"," 2202"," 2149","0.03",,"47","61","33","    0","   80","   90","15.0","19.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-04-25","14.09"," 2012"," 1556","0.14",,"59","72","45","    0","  240","  210","29.1","38.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-04-26","15.43"," 1328"," 1328","0.00",,"53","65","40","    0","  250","  250","29.1","36.9",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-04-27","10.96"," 1136"," 1135","0.00",,"34","44","23","    0","  310","  320","21.0","28.0",,,,,
"USW00094889","ANN ARBOR MUNICIPAL AIRPORT, MI US","2004-04-28","12.30"," 1426"," 1713","0.00",,"47","73","21","    0","  200","  190","28.0","38.9",,,,,
